dataset,legislature,sample,segment,pshift,shift_class,frequency,probability,source_file,change_of_speaker,directed_remark,p_s_given_d,p_s_given_d_c
final_dataset,6,1,3,AB-XY,Turn Usurping,0,0.0,legislature_6_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,6,1,3,AB-AY,Turn Continuing,0,0.0,legislature_6_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,6,2,1,A0-XA,Turn Claiming,25,0.35,legislature_6_sample_2_segment_1_stats.json,True,False,0.66,0.66
final_dataset,6,2,1,A0-X0,Turn Claiming,13,0.18,legislature_6_sample_2_segment_1_stats.json,True,False,0.34,0.34
final_dataset,6,2,1,A0-XY,Turn Claiming,0,0.0,legislature_6_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,6,2,1,A0-AY,Turn Continuing,0,0.0,legislature_6_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,6,2,1,AB-BA,Turn Receiving,9,0.13,legislature_6_sample_2_segment_1_stats.json,True,True,0.27,0.27
final_dataset,6,2,1,AB-B0,Turn Receiving,15,0.21,legislature_6_sample_2_segment_1_stats.json,True,True,0.45,0.45
final_dataset,6,2,1,AB-X0,Turn Usurping,5,0.07,legislature_6_sample_2_segment_1_stats.json,True,True,0.15,0.15
final_dataset,6,2,1,AB-XA,Turn Usurping,4,0.06,legislature_6_sample_2_segment_1_stats.json,True,True,0.12,0.12
final_dataset,6,2,1,AB-XB,Turn Usurping,0,0.0,legislature_6_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,2,1,AB-A0,Turn Continuing,0,0.0,legislature_6_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,6,2,1,AB-BY,Turn Receiving,0,0.0,legislature_6_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,2,1,AB-XY,Turn Usurping,0,0.0,legislature_6_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,6,2,1,AB-AY,Turn Continuing,0,0.0,legislature_6_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,6,2,2,A0-XA,Turn Claiming,17,0.23,legislature_6_sample_2_segment_2_stats.json,True,False,0.65,0.65
final_dataset,6,2,2,A0-X0,Turn Claiming,9,0.12,legislature_6_sample_2_segment_2_stats.json,True,False,0.35,0.35
final_dataset,6,2,2,A0-XY,Turn Claiming,0,0.0,legislature_6_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,6,2,2,A0-AY,Turn Continuing,0,0.0,legislature_6_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,6,2,2,AB-BA,Turn Receiving,19,0.26,legislature_6_sample_2_segment_2_stats.json,True,True,0.4,0.4
final_dataset,6,2,2,AB-B0,Turn Receiving,5,0.07,legislature_6_sample_2_segment_2_stats.json,True,True,0.11,0.11
final_dataset,6,2,2,AB-X0,Turn Usurping,7,0.1,legislature_6_sample_2_segment_2_stats.json,True,True,0.15,0.15
final_dataset,6,2,2,AB-XA,Turn Usurping,16,0.22,legislature_6_sample_2_segment_2_stats.json,True,True,0.34,0.34
final_dataset,6,2,2,AB-XB,Turn Usurping,0,0.0,legislature_6_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,6,2,2,AB-A0,Turn Continuing,0,0.0,legislature_6_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,6,2,2,AB-BY,Turn Receiving,0,0.0,legislature_6_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,6,2,2,AB-XY,Turn Usurping,0,0.0,legislature_6_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,6,2,2,AB-AY,Turn Continuing,0,0.0,legislature_6_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,6,2,3,A0-XA,Turn Claiming,12,0.16,legislature_6_sample_2_segment_3_stats.json,True,False,0.5,0.5
final_dataset,6,2,3,A0-X0,Turn Claiming,12,0.16,legislature_6_sample_2_segment_3_stats.json,True,False,0.5,0.5
final_dataset,6,2,3,A0-XY,Turn Claiming,0,0.0,legislature_6_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,6,2,3,A0-AY,Turn Continuing,0,0.0,legislature_6_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,6,2,3,AB-BA,Turn Receiving,23,0.32,legislature_6_sample_2_segment_3_stats.json,True,True,0.47,0.47
final_dataset,6,2,3,AB-B0,Turn Receiving,7,0.1,legislature_6_sample_2_segment_3_stats.json,True,True,0.14,0.14
final_dataset,6,2,3,AB-X0,Turn Usurping,3,0.04,legislature_6_sample_2_segment_3_stats.json,True,True,0.06,0.06
final_dataset,6,2,3,AB-XA,Turn Usurping,16,0.22,legislature_6_sample_2_segment_3_stats.json,True,True,0.33,0.33
final_dataset,6,2,3,AB-XB,Turn Usurping,0,0.0,legislature_6_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,6,2,3,AB-A0,Turn Continuing,0,0.0,legislature_6_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,6,2,3,AB-BY,Turn Receiving,0,0.0,legislature_6_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,6,2,3,AB-XY,Turn Usurping,0,0.0,legislature_6_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,6,2,3,AB-AY,Turn Continuing,0,0.0,legislature_6_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,7,1,1,A0-XA,Turn Claiming,22,0.25,legislature_7_sample_1_segment_1_stats.json,True,False,0.33,0.33
final_dataset,7,1,1,A0-X0,Turn Claiming,44,0.5,legislature_7_sample_1_segment_1_stats.json,True,False,0.67,0.67
final_dataset,7,1,1,A0-XY,Turn Claiming,0,0.0,legislature_7_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,7,1,1,A0-AY,Turn Continuing,0,0.0,legislature_7_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,7,1,1,AB-BA,Turn Receiving,0,0.0,legislature_7_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,1,1,AB-B0,Turn Receiving,17,0.19,legislature_7_sample_1_segment_1_stats.json,True,True,0.77,0.81
final_dataset,7,1,1,AB-X0,Turn Usurping,4,0.05,legislature_7_sample_1_segment_1_stats.json,True,True,0.18,0.19
final_dataset,7,1,1,AB-XA,Turn Usurping,0,0.0,legislature_7_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,1,1,AB-XB,Turn Usurping,0,0.0,legislature_7_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,1,1,AB-A0,Turn Continuing,1,0.01,legislature_7_sample_1_segment_1_stats.json,False,True,0.05,0.0
final_dataset,7,1,1,AB-BY,Turn Receiving,0,0.0,legislature_7_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,1,1,AB-XY,Turn Usurping,0,0.0,legislature_7_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,1,1,AB-AY,Turn Continuing,0,0.0,legislature_7_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,7,1,2,A0-XA,Turn Claiming,12,0.13,legislature_7_sample_1_segment_2_stats.json,True,False,0.15,0.15
final_dataset,7,1,2,A0-X0,Turn Claiming,66,0.73,legislature_7_sample_1_segment_2_stats.json,True,False,0.85,0.85
final_dataset,7,1,2,A0-XY,Turn Claiming,0,0.0,legislature_7_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,7,1,2,A0-AY,Turn Continuing,0,0.0,legislature_7_sample_1_segment_2_stats.json,False,False,0.0,0.0
final_dataset,7,1,2,AB-BA,Turn Receiving,0,0.0,legislature_7_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,7,1,2,AB-B0,Turn Receiving,7,0.08,legislature_7_sample_1_segment_2_stats.json,True,True,0.54,0.54
final_dataset,7,1,2,AB-X0,Turn Usurping,5,0.05,legislature_7_sample_1_segment_2_stats.json,True,True,0.38,0.38
final_dataset,7,1,2,AB-XA,Turn Usurping,1,0.01,legislature_7_sample_1_segment_2_stats.json,True,True,0.08,0.08
final_dataset,7,1,2,AB-XB,Turn Usurping,0,0.0,legislature_7_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,7,1,2,AB-A0,Turn Continuing,0,0.0,legislature_7_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,7,1,2,AB-BY,Turn Receiving,0,0.0,legislature_7_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,7,1,2,AB-XY,Turn Usurping,0,0.0,legislature_7_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,7,1,2,AB-AY,Turn Continuing,0,0.0,legislature_7_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,7,1,3,A0-XA,Turn Claiming,17,0.19,legislature_7_sample_1_segment_3_stats.json,True,False,0.23,0.23
final_dataset,7,1,3,A0-X0,Turn Claiming,57,0.63,legislature_7_sample_1_segment_3_stats.json,True,False,0.77,0.77
final_dataset,7,1,3,A0-XY,Turn Claiming,0,0.0,legislature_7_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,7,1,3,A0-AY,Turn Continuing,0,0.0,legislature_7_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,7,1,3,AB-BA,Turn Receiving,0,0.0,legislature_7_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,1,3,AB-B0,Turn Receiving,12,0.13,legislature_7_sample_1_segment_3_stats.json,True,True,0.71,0.71
final_dataset,7,1,3,AB-X0,Turn Usurping,5,0.05,legislature_7_sample_1_segment_3_stats.json,True,True,0.29,0.29
final_dataset,7,1,3,AB-XA,Turn Usurping,0,0.0,legislature_7_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,1,3,AB-XB,Turn Usurping,0,0.0,legislature_7_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,1,3,AB-A0,Turn Continuing,0,0.0,legislature_7_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,7,1,3,AB-BY,Turn Receiving,0,0.0,legislature_7_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,1,3,AB-XY,Turn Usurping,0,0.0,legislature_7_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,1,3,AB-AY,Turn Continuing,0,0.0,legislature_7_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,7,2,1,A0-XA,Turn Claiming,17,0.18,legislature_7_sample_2_segment_1_stats.json,True,False,0.41,0.41
final_dataset,7,2,1,A0-X0,Turn Claiming,24,0.26,legislature_7_sample_2_segment_1_stats.json,True,False,0.59,0.59
final_dataset,7,2,1,A0-XY,Turn Claiming,0,0.0,legislature_7_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,7,2,1,A0-AY,Turn Continuing,0,0.0,legislature_7_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,7,2,1,AB-BA,Turn Receiving,21,0.23,legislature_7_sample_2_segment_1_stats.json,True,True,0.4,0.4
final_dataset,7,2,1,AB-B0,Turn Receiving,10,0.11,legislature_7_sample_2_segment_1_stats.json,True,True,0.19,0.19
final_dataset,7,2,1,AB-X0,Turn Usurping,4,0.04,legislature_7_sample_2_segment_1_stats.json,True,True,0.08,0.08
final_dataset,7,2,1,AB-XA,Turn Usurping,17,0.18,legislature_7_sample_2_segment_1_stats.json,True,True,0.33,0.33
final_dataset,7,2,1,AB-XB,Turn Usurping,0,0.0,legislature_7_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,2,1,AB-A0,Turn Continuing,0,0.0,legislature_7_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,7,2,1,AB-BY,Turn Receiving,0,0.0,legislature_7_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,2,1,AB-XY,Turn Usurping,0,0.0,legislature_7_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,7,2,1,AB-AY,Turn Continuing,0,0.0,legislature_7_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,7,2,2,A0-XA,Turn Claiming,24,0.26,legislature_7_sample_2_segment_2_stats.json,True,False,0.57,0.57
final_dataset,7,2,2,A0-X0,Turn Claiming,18,0.19,legislature_7_sample_2_segment_2_stats.json,True,False,0.43,0.43
final_dataset,7,2,2,A0-XY,Turn Claiming,0,0.0,legislature_7_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,7,2,2,A0-AY,Turn Continuing,0,0.0,legislature_7_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,7,2,2,AB-BA,Turn Receiving,12,0.13,legislature_7_sample_2_segment_2_stats.json,True,True,0.23,0.23
final_dataset,7,2,2,AB-B0,Turn Receiving,17,0.18,legislature_7_sample_2_segment_2_stats.json,True,True,0.33,0.33
final_dataset,7,2,2,AB-X0,Turn Usurping,13,0.14,legislature_7_sample_2_segment_2_stats.json,True,True,0.25,0.25
final_dataset,7,2,2,AB-XA,Turn Usurping,10,0.11,legislature_7_sample_2_segment_2_stats.json,True,True,0.19,0.19
final_dataset,7,2,2,AB-XB,Turn Usurping,0,0.0,legislature_7_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,7,2,2,AB-A0,Turn Continuing,0,0.0,legislature_7_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,7,2,2,AB-BY,Turn Receiving,0,0.0,legislature_7_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,7,2,2,AB-XY,Turn Usurping,0,0.0,legislature_7_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,7,2,2,AB-AY,Turn Continuing,0,0.0,legislature_7_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,7,2,3,A0-XA,Turn Claiming,25,0.27,legislature_7_sample_2_segment_3_stats.json,True,False,0.58,0.58
final_dataset,7,2,3,A0-X0,Turn Claiming,18,0.19,legislature_7_sample_2_segment_3_stats.json,True,False,0.42,0.42
final_dataset,7,2,3,A0-XY,Turn Claiming,0,0.0,legislature_7_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,7,2,3,A0-AY,Turn Continuing,0,0.0,legislature_7_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,7,2,3,AB-BA,Turn Receiving,22,0.23,legislature_7_sample_2_segment_3_stats.json,True,True,0.43,0.43
final_dataset,7,2,3,AB-B0,Turn Receiving,14,0.15,legislature_7_sample_2_segment_3_stats.json,True,True,0.27,0.27
final_dataset,7,2,3,AB-X0,Turn Usurping,9,0.1,legislature_7_sample_2_segment_3_stats.json,True,True,0.18,0.18
final_dataset,7,2,3,AB-XA,Turn Usurping,6,0.06,legislature_7_sample_2_segment_3_stats.json,True,True,0.12,0.12
final_dataset,7,2,3,AB-XB,Turn Usurping,0,0.0,legislature_7_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,2,3,AB-A0,Turn Continuing,0,0.0,legislature_7_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,7,2,3,AB-BY,Turn Receiving,0,0.0,legislature_7_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,2,3,AB-XY,Turn Usurping,0,0.0,legislature_7_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,7,2,3,AB-AY,Turn Continuing,0,0.0,legislature_7_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,8,1,1,A0-XA,Turn Claiming,20,0.19,legislature_8_sample_1_segment_1_stats.json,True,False,0.24,0.24
final_dataset,8,1,1,A0-X0,Turn Claiming,63,0.61,legislature_8_sample_1_segment_1_stats.json,True,False,0.76,0.76
final_dataset,8,1,1,A0-XY,Turn Claiming,0,0.0,legislature_8_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,8,1,1,A0-AY,Turn Continuing,0,0.0,legislature_8_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,8,1,1,AB-BA,Turn Receiving,0,0.0,legislature_8_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,8,1,1,AB-B0,Turn Receiving,19,0.18,legislature_8_sample_1_segment_1_stats.json,True,True,0.9,0.9
final_dataset,8,1,1,AB-X0,Turn Usurping,1,0.01,legislature_8_sample_1_segment_1_stats.json,True,True,0.05,0.05
final_dataset,8,1,1,AB-XA,Turn Usurping,1,0.01,legislature_8_sample_1_segment_1_stats.json,True,True,0.05,0.05
final_dataset,8,1,1,AB-XB,Turn Usurping,0,0.0,legislature_8_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,8,1,1,AB-A0,Turn Continuing,0,0.0,legislature_8_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,8,1,1,AB-BY,Turn Receiving,0,0.0,legislature_8_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,8,1,1,AB-XY,Turn Usurping,0,0.0,legislature_8_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,8,1,1,AB-AY,Turn Continuing,0,0.0,legislature_8_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,8,1,2,A0-XA,Turn Claiming,23,0.22,legislature_8_sample_1_segment_2_stats.json,True,False,0.28,0.28
final_dataset,8,1,2,A0-X0,Turn Claiming,59,0.56,legislature_8_sample_1_segment_2_stats.json,True,False,0.72,0.72
final_dataset,8,1,2,A0-XY,Turn Claiming,0,0.0,legislature_8_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,8,1,2,A0-AY,Turn Continuing,0,0.0,legislature_8_sample_1_segment_2_stats.json,False,False,0.0,0.0
final_dataset,8,1,2,AB-BA,Turn Receiving,0,0.0,legislature_8_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,1,2,AB-B0,Turn Receiving,17,0.16,legislature_8_sample_1_segment_2_stats.json,True,True,0.74,0.74
final_dataset,8,1,2,AB-X0,Turn Usurping,6,0.06,legislature_8_sample_1_segment_2_stats.json,True,True,0.26,0.26
final_dataset,8,1,2,AB-XA,Turn Usurping,0,0.0,legislature_8_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,1,2,AB-XB,Turn Usurping,0,0.0,legislature_8_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,1,2,AB-A0,Turn Continuing,0,0.0,legislature_8_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,8,1,2,AB-BY,Turn Receiving,0,0.0,legislature_8_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,1,2,AB-XY,Turn Usurping,0,0.0,legislature_8_sample_1_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,1,2,AB-AY,Turn Continuing,0,0.0,legislature_8_sample_1_segment_2_stats.json,False,True,0.0,0.0
final_dataset,8,1,3,A0-XA,Turn Claiming,26,0.25,legislature_8_sample_1_segment_3_stats.json,True,False,0.33,0.33
final_dataset,8,1,3,A0-X0,Turn Claiming,53,0.5,legislature_8_sample_1_segment_3_stats.json,True,False,0.67,0.67
final_dataset,8,1,3,A0-XY,Turn Claiming,0,0.0,legislature_8_sample_1_segment_3_stats.json,True,False,0.0,0.0
final_dataset,8,1,3,A0-AY,Turn Continuing,0,0.0,legislature_8_sample_1_segment_3_stats.json,False,False,0.0,0.0
final_dataset,8,1,3,AB-BA,Turn Receiving,0,0.0,legislature_8_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,1,3,AB-B0,Turn Receiving,22,0.21,legislature_8_sample_1_segment_3_stats.json,True,True,0.85,0.85
final_dataset,8,1,3,AB-X0,Turn Usurping,4,0.04,legislature_8_sample_1_segment_3_stats.json,True,True,0.15,0.15
final_dataset,8,1,3,AB-XA,Turn Usurping,0,0.0,legislature_8_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,1,3,AB-XB,Turn Usurping,0,0.0,legislature_8_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,1,3,AB-A0,Turn Continuing,0,0.0,legislature_8_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,8,1,3,AB-BY,Turn Receiving,0,0.0,legislature_8_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,1,3,AB-XY,Turn Usurping,0,0.0,legislature_8_sample_1_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,1,3,AB-AY,Turn Continuing,0,0.0,legislature_8_sample_1_segment_3_stats.json,False,True,0.0,0.0
final_dataset,8,2,1,A0-XA,Turn Claiming,15,0.15,legislature_8_sample_2_segment_1_stats.json,True,False,0.68,0.68
final_dataset,8,2,1,A0-X0,Turn Claiming,7,0.07,legislature_8_sample_2_segment_1_stats.json,True,False,0.32,0.32
final_dataset,8,2,1,A0-XY,Turn Claiming,0,0.0,legislature_8_sample_2_segment_1_stats.json,True,False,0.0,0.0
final_dataset,8,2,1,A0-AY,Turn Continuing,0,0.0,legislature_8_sample_2_segment_1_stats.json,False,False,0.0,0.0
final_dataset,8,2,1,AB-BA,Turn Receiving,25,0.24,legislature_8_sample_2_segment_1_stats.json,True,True,0.31,0.31
final_dataset,8,2,1,AB-B0,Turn Receiving,10,0.1,legislature_8_sample_2_segment_1_stats.json,True,True,0.12,0.12
final_dataset,8,2,1,AB-X0,Turn Usurping,12,0.12,legislature_8_sample_2_segment_1_stats.json,True,True,0.15,0.15
final_dataset,8,2,1,AB-XA,Turn Usurping,34,0.33,legislature_8_sample_2_segment_1_stats.json,True,True,0.42,0.42
final_dataset,8,2,1,AB-XB,Turn Usurping,0,0.0,legislature_8_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,8,2,1,AB-A0,Turn Continuing,0,0.0,legislature_8_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,8,2,1,AB-BY,Turn Receiving,0,0.0,legislature_8_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,8,2,1,AB-XY,Turn Usurping,0,0.0,legislature_8_sample_2_segment_1_stats.json,True,True,0.0,0.0
final_dataset,8,2,1,AB-AY,Turn Continuing,0,0.0,legislature_8_sample_2_segment_1_stats.json,False,True,0.0,0.0
final_dataset,8,2,2,A0-XA,Turn Claiming,32,0.31,legislature_8_sample_2_segment_2_stats.json,True,False,0.89,0.89
final_dataset,8,2,2,A0-X0,Turn Claiming,4,0.04,legislature_8_sample_2_segment_2_stats.json,True,False,0.11,0.11
final_dataset,8,2,2,A0-XY,Turn Claiming,0,0.0,legislature_8_sample_2_segment_2_stats.json,True,False,0.0,0.0
final_dataset,8,2,2,A0-AY,Turn Continuing,0,0.0,legislature_8_sample_2_segment_2_stats.json,False,False,0.0,0.0
final_dataset,8,2,2,AB-BA,Turn Receiving,15,0.14,legislature_8_sample_2_segment_2_stats.json,True,True,0.22,0.22
final_dataset,8,2,2,AB-B0,Turn Receiving,25,0.24,legislature_8_sample_2_segment_2_stats.json,True,True,0.37,0.37
final_dataset,8,2,2,AB-X0,Turn Usurping,6,0.06,legislature_8_sample_2_segment_2_stats.json,True,True,0.09,0.09
final_dataset,8,2,2,AB-XA,Turn Usurping,22,0.21,legislature_8_sample_2_segment_2_stats.json,True,True,0.32,0.32
final_dataset,8,2,2,AB-XB,Turn Usurping,0,0.0,legislature_8_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,2,2,AB-A0,Turn Continuing,0,0.0,legislature_8_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,8,2,2,AB-BY,Turn Receiving,0,0.0,legislature_8_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,2,2,AB-XY,Turn Usurping,0,0.0,legislature_8_sample_2_segment_2_stats.json,True,True,0.0,0.0
final_dataset,8,2,2,AB-AY,Turn Continuing,0,0.0,legislature_8_sample_2_segment_2_stats.json,False,True,0.0,0.0
final_dataset,8,2,3,A0-XA,Turn Claiming,19,0.18,legislature_8_sample_2_segment_3_stats.json,True,False,0.41,0.41
final_dataset,8,2,3,A0-X0,Turn Claiming,27,0.26,legislature_8_sample_2_segment_3_stats.json,True,False,0.59,0.59
final_dataset,8,2,3,A0-XY,Turn Claiming,0,0.0,legislature_8_sample_2_segment_3_stats.json,True,False,0.0,0.0
final_dataset,8,2,3,A0-AY,Turn Continuing,0,0.0,legislature_8_sample_2_segment_3_stats.json,False,False,0.0,0.0
final_dataset,8,2,3,AB-BA,Turn Receiving,17,0.16,legislature_8_sample_2_segment_3_stats.json,True,True,0.29,0.29
final_dataset,8,2,3,AB-B0,Turn Receiving,12,0.11,legislature_8_sample_2_segment_3_stats.json,True,True,0.2,0.2
final_dataset,8,2,3,AB-X0,Turn Usurping,15,0.14,legislature_8_sample_2_segment_3_stats.json,True,True,0.25,0.25
final_dataset,8,2,3,AB-XA,Turn Usurping,15,0.14,legislature_8_sample_2_segment_3_stats.json,True,True,0.25,0.25
final_dataset,8,2,3,AB-XB,Turn Usurping,0,0.0,legislature_8_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,2,3,AB-A0,Turn Continuing,0,0.0,legislature_8_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,8,2,3,AB-BY,Turn Receiving,0,0.0,legislature_8_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,2,3,AB-XY,Turn Usurping,0,0.0,legislature_8_sample_2_segment_3_stats.json,True,True,0.0,0.0
final_dataset,8,2,3,AB-AY,Turn Continuing,0,0.0,legislature_8_sample_2_segment_3_stats.json,False,True,0.0,0.0
final_dataset,9,1,1,A0-XA,Turn Claiming,30,0.24,legislature_9_sample_1_segment_1_stats.json,True,False,0.32,0.32
final_dataset,9,1,1,A0-X0,Turn Claiming,63,0.51,legislature_9_sample_1_segment_1_stats.json,True,False,0.68,0.68
final_dataset,9,1,1,A0-XY,Turn Claiming,0,0.0,legislature_9_sample_1_segment_1_stats.json,True,False,0.0,0.0
final_dataset,9,1,1,A0-AY,Turn Continuing,0,0.0,legislature_9_sample_1_segment_1_stats.json,False,False,0.0,0.0
final_dataset,9,1,1,AB-BA,Turn Receiving,0,0.0,legislature_9_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,1,1,AB-B0,Turn Receiving,22,0.18,legislature_9_sample_1_segment_1_stats.json,True,True,0.73,0.73
final_dataset,9,1,1,AB-X0,Turn Usurping,8,0.07,legislature_9_sample_1_segment_1_stats.json,True,True,0.27,0.27
final_dataset,9,1,1,AB-XA,Turn Usurping,0,0.0,legislature_9_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,1,1,AB-XB,Turn Usurping,0,0.0,legislature_9_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,1,1,AB-A0,Turn Continuing,0,0.0,legislature_9_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,9,1,1,AB-BY,Turn Receiving,0,0.0,legislature_9_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,1,1,AB-XY,Turn Usurping,0,0.0,legislature_9_sample_1_segment_1_stats.json,True,True,0.0,0.0
final_dataset,9,1,1,AB-AY,Turn Continuing,0,0.0,legislature_9_sample_1_segment_1_stats.json,False,True,0.0,0.0
final_dataset,9,1,2,A0-XA,Turn Claiming,19,0.15,legislature_9_sample_1_segment_2_stats.json,True,False,0.18,0.18
final_dataset,9,1,2,A0-X0,Turn Claiming,86,0.69,legislature_9_sample_1_segment_2_stats.json,True,False,0.82,0.82
final_dataset,9,1,2,A0-XY,Turn Claiming,0,0.0,legislature_9_sample_1_segment_2_stats.json,True,False,0.0,0.0
final_dataset,9,1,2,A0-AY,Turn Continuing,0,0.0,legislature_9_sample_1_segment_2_stats.json,False,False,0.0,0.0
